GeneID	TranscriptID.UNKNOWN
ENSMUSG00000078197	ENSMUST00000104994.Gm17374
ENSMUSG00000027384	ENSMUST00000044825.Ndufaf5
ENSMUSG00000074764	ENSMUST00000122367.Sel1l2
ENSMUSG00000068205	ENSMUST00000110067.Macrod2
ENSMUSG00000068205	ENSMUST00000110064.Macrod2
ENSMUSG00000051379	ENSMUST00000110057.Flrt3
ENSMUSG00000038844	ENSMUST00000230763.Kif16b
ENSMUSG00000038844	ENSMUST00000043589.Kif16b
ENSMUSG00000038844	ENSMUST00000211861.Kif16b
ENSMUSG00000008333	ENSMUST00000008477.Snrpb2
ENSMUSG00000027416	ENSMUST00000028902.Otor
ENSMUSG00000027419	ENSMUST00000028905.Pcsk2
ENSMUSG00000027420	ENSMUST00000099296.Bfsp1
ENSMUSG00000027420	ENSMUST00000028907.Bfsp1
ENSMUSG00000015932	ENSMUST00000103172.Dstn
ENSMUSG00000027422	ENSMUST00000016072.Rrbp1
ENSMUSG00000027422	ENSMUST00000037875.Rrbp1
ENSMUSG00000037307	ENSMUST00000037722.Banf2
ENSMUSG00000027423	ENSMUST00000110030.Snx5
ENSMUSG00000027424	ENSMUST00000028910.Mgme1
ENSMUSG00000037279	ENSMUST00000103171.Ovol2
ENSMUSG00000037279	ENSMUST00000037423.Ovol2
ENSMUSG00000027425	ENSMUST00000028911.Kat14
ENSMUSG00000098387	ENSMUST00000183618.Pet117
ENSMUSG00000037259	ENSMUST00000163701.Dzank1
ENSMUSG00000037259	ENSMUST00000081982.Dzank1
ENSMUSG00000027427	ENSMUST00000028914.Polr3f
ENSMUSG00000027428	ENSMUST00000028915.Rbbp9
ENSMUSG00000027429	ENSMUST00000028916.Sec23b
ENSMUSG00000074754	ENSMUST00000136628.Smim26
ENSMUSG00000027430	ENSMUST00000028917.Dtd1
ENSMUSG00000027431	ENSMUST00000028918.Scp2d1
ENSMUSG00000063873	ENSMUST00000110007.Slc24a3
ENSMUSG00000063873	ENSMUST00000081121.Slc24a3
ENSMUSG00000001768	ENSMUST00000110005.Rin2
ENSMUSG00000001768	ENSMUST00000094480.Rin2
ENSMUSG00000002728	ENSMUST00000002805.Naa20
ENSMUSG00000002728	ENSMUST00000110000.Naa20
ENSMUSG00000001767	ENSMUST00000001818.Crnkl1
ENSMUSG00000037143	ENSMUST00000133433.Cfap61
ENSMUSG00000068154	ENSMUST00000089257.Insm1
ENSMUSG00000037110	ENSMUST00000109986.Ralgapa2
ENSMUSG00000037110	ENSMUST00000228797.Ralgapa2
ENSMUSG00000037110	ENSMUST00000131824.Ralgapa2
ENSMUSG00000074749	ENSMUST00000099278.Kiz
ENSMUSG00000027433	ENSMUST00000028921.Xrn2
ENSMUSG00000054160	ENSMUST00000067020.Nkx2-4
ENSMUSG00000027434	ENSMUST00000109970.Nkx2-2
ENSMUSG00000027434	ENSMUST00000067075.Nkx2-2
ENSMUSG00000037034	ENSMUST00000109968.Pax1
ENSMUSG00000037025	ENSMUST00000109964.Foxa2
ENSMUSG00000037025	ENSMUST00000047315.Foxa2
ENSMUSG00000037014	ENSMUST00000109962.Sstr4
ENSMUSG00000074743	ENSMUST00000099270.Thbd
ENSMUSG00000027435	ENSMUST00000099269.Cd93
ENSMUSG00000036992	ENSMUST00000109961.Nxt1
ENSMUSG00000027439	ENSMUST00000028928.Gzf1
ENSMUSG00000027438	ENSMUST00000028926.Napb
ENSMUSG00000055177	ENSMUST00000109955.Cstl1
ENSMUSG00000036958	ENSMUST00000028934.Cst11
ENSMUSG00000027444	ENSMUST00000028933.Cstdc1
ENSMUSG00000027443	ENSMUST00000168443.Cst12
ENSMUSG00000027443	ENSMUST00000028932.Cst12
ENSMUSG00000027442	ENSMUST00000028931.Cst8
ENSMUSG00000036924	ENSMUST00000046589.Cst13
ENSMUSG00000027445	ENSMUST00000028935.Cst9
ENSMUSG00000027446	ENSMUST00000028937.Cstdc2
ENSMUSG00000027447	ENSMUST00000028938.Cst3
ENSMUSG00000063507	ENSMUST00000081553.Gm1330
ENSMUSG00000063507	ENSMUST00000109942.Gm1330
ENSMUSG00000033156	ENSMUST00000109938.Cst10
ENSMUSG00000074736	ENSMUST00000109935.Syndig1
ENSMUSG00000068134	ENSMUST00000089207.Zfp120
ENSMUSG00000074837	ENSMUST00000099418.Gm10770
ENSMUSG00000079009	ENSMUST00000109926.Gm14139
ENSMUSG00000060336	ENSMUST00000073782.Zfp937
ENSMUSG00000074735	ENSMUST00000063463.Gm21994
ENSMUSG00000079008	ENSMUST00000109922.Gm14124
ENSMUSG00000063364	ENSMUST00000051153.3300002I08Rik
ENSMUSG00000095315	ENSMUST00000238230.Gm10130
ENSMUSG00000068130	ENSMUST00000109916.Zfp442
ENSMUSG00000074731	ENSMUST00000109914.Zfp345
ENSMUSG00000068129	ENSMUST00000089200.Cst7
ENSMUSG00000033096	ENSMUST00000046399.Apmap
ENSMUSG00000027452	ENSMUST00000028944.Acss1
ENSMUSG00000033080	ENSMUST00000046095.Vsx1
ENSMUSG00000033068	ENSMUST00000094467.Entpd6
ENSMUSG00000033059	ENSMUST00000045441.Pygb
ENSMUSG00000032046	ENSMUST00000056149.Abhd12
ENSMUSG00000027454	ENSMUST00000028948.Gins1
ENSMUSG00000068115	ENSMUST00000109896.Ninl
ENSMUSG00000053916	ENSMUST00000066640.Nanp
ENSMUSG00000079006	ENSMUST00000109890.Gm14151
ENSMUSG00000079005	ENSMUST00000109888.Gm14147
ENSMUSG00000061525	ENSMUST00000080132.4921509C19Rik
ENSMUSG00000027455	ENSMUST00000089140.Nsfl1c
ENSMUSG00000027455	ENSMUST00000028949.Nsfl1c
ENSMUSG00000027455	ENSMUST00000103160.Nsfl1c
ENSMUSG00000032966	ENSMUST00000044011.Fkbp1a
ENSMUSG00000027456	ENSMUST00000028950.Sdcbp2
ENSMUSG00000027457	ENSMUST00000094456.Snph
ENSMUSG00000027457	ENSMUST00000028951.Snph
ENSMUSG00000027457	ENSMUST00000109877.Snph
ENSMUSG00000074704	ENSMUST00000096439.Rad21l
ENSMUSG00000074704	ENSMUST00000180195.Rad21l
ENSMUSG00000087035	ENSMUST00000149319.Tmem74bos
ENSMUSG00000044364	ENSMUST00000109872.Tmem74b
ENSMUSG00000032869	ENSMUST00000109869.Psmf1
ENSMUSG00000032852	ENSMUST00000042217.Rspo4
ENSMUSG00000027460	ENSMUST00000028955.Angpt4
ENSMUSG00000027459	ENSMUST00000062047.Fam110a
ENSMUSG00000027463	ENSMUST00000073228.Slc52a3
ENSMUSG00000060257	ENSMUST00000064061.Scrt2
ENSMUSG00000032802	ENSMUST00000041500.Srxn1
ENSMUSG00000068079	ENSMUST00000089112.Tcf15
ENSMUSG00000074698	ENSMUST00000099224.Csnk2a1
ENSMUSG00000027465	ENSMUST00000028963.Tbc1d20
ENSMUSG00000027466	ENSMUST00000028964.Rbck1
ENSMUSG00000032715	ENSMUST00000040312.Trib3
ENSMUSG00000059361	ENSMUST00000079278.Nrsn2
ENSMUSG00000051817	ENSMUST00000182625.Sox12
ENSMUSG00000074682	ENSMUST00000099207.Zcchc3
ENSMUSG00000032680	ENSMUST00000039961.6820408C15Rik
ENSMUSG00000074681	ENSMUST00000099206.Defb23
ENSMUSG00000049560	ENSMUST00000109836.Defb20
ENSMUSG00000027468	ENSMUST00000028966.Defb22
ENSMUSG00000074680	ENSMUST00000099205.Defb26
ENSMUSG00000074679	ENSMUST00000121912.Defb28
ENSMUSG00000044249	ENSMUST00000060598.Defb29
ENSMUSG00000090485	ENSMUST00000238626.Gm17416
ENSMUSG00000056544	ENSMUST00000070722.Defb21
ENSMUSG00000050645	ENSMUST00000053180.Defb19
ENSMUSG00000062124	ENSMUST00000109834.Defb45
ENSMUSG00000044863	ENSMUST00000058086.Defb36
ENSMUSG00000074678	ENSMUST00000099203.Defb25
ENSMUSG00000000359	ENSMUST00000000369.Rem1
ENSMUSG00000019188	ENSMUST00000125366.H13
ENSMUSG00000019188	ENSMUST00000089059.H13
ENSMUSG00000042814	ENSMUST00000062148.Mcts2
ENSMUSG00000042745	ENSMUST00000038368.Id1
ENSMUSG00000042745	ENSMUST00000109824.Id1
ENSMUSG00000009876	ENSMUST00000010020.Cox4i2
ENSMUSG00000007659	ENSMUST00000007803.Bcl2l1
ENSMUSG00000007659	ENSMUST00000140436.Bcl2l1
ENSMUSG00000027469	ENSMUST00000164120.Tpx2
ENSMUSG00000027470	ENSMUST00000028970.Mylk2
ENSMUSG00000074676	ENSMUST00000099200.Foxs1
ENSMUSG00000042662	ENSMUST00000123121.Dusp15
ENSMUSG00000074673	ENSMUST00000099197.Ttll9
ENSMUSG00000074673	ENSMUST00000103155.Ttll9
ENSMUSG00000027472	ENSMUST00000028972.Pdrg1
ENSMUSG00000042631	ENSMUST00000037235.Xkr7
ENSMUSG00000027474	ENSMUST00000238488.Ccm2l
ENSMUSG00000027474	ENSMUST00000109800.Ccm2l
ENSMUSG00000003283	ENSMUST00000109799.Hck
ENSMUSG00000068040	ENSMUST00000089027.Tm9sf4
ENSMUSG00000074671	ENSMUST00000099194.Tspyl3
ENSMUSG00000051413	ENSMUST00000056924.Plagl2
ENSMUSG00000046020	ENSMUST00000049863.Pofut1
ENSMUSG00000046020	ENSMUST00000099192.Pofut1
ENSMUSG00000046020	ENSMUST00000109794.Pofut1
ENSMUSG00000027475	ENSMUST00000028977.Kif3b
ENSMUSG00000042548	ENSMUST00000227428.Asxl1
ENSMUSG00000042548	ENSMUST00000109790.Asxl1
ENSMUSG00000061411	ENSMUST00000035346.Nol4l
ENSMUSG00000079001	ENSMUST00000109783.4930404H24Rik
ENSMUSG00000056941	ENSMUST00000071852.Commd7
ENSMUSG00000027478	ENSMUST00000072997.Dnmt3b
ENSMUSG00000027478	ENSMUST00000109773.Dnmt3b
ENSMUSG00000027478	ENSMUST00000103151.Dnmt3b
ENSMUSG00000027478	ENSMUST00000056495.Dnmt3b
ENSMUSG00000027478	ENSMUST00000088976.Dnmt3b
ENSMUSG00000082079	ENSMUST00000119996.Dnmt3c
ENSMUSG00000027479	ENSMUST00000028981.Mapre1
ENSMUSG00000044083	ENSMUST00000126656.Efcab8
ENSMUSG00000027480	ENSMUST00000028982.Sun5
ENSMUSG00000027481	ENSMUST00000028983.Bpifb2
ENSMUSG00000068009	ENSMUST00000088955.Bpifb6
ENSMUSG00000068008	ENSMUST00000088950.Bpifb3
ENSMUSG00000074665	ENSMUST00000109757.Bpifb4
ENSMUSG00000074665	ENSMUST00000154281.Bpifb4
ENSMUSG00000074665	ENSMUST00000099181.Bpifb4
ENSMUSG00000078998	ENSMUST00000109753.Bpifa6
ENSMUSG00000042459	ENSMUST00000048103.Bpifa2
ENSMUSG00000027482	ENSMUST00000028984.Bpifa3
ENSMUSG00000027482	ENSMUST00000109746.Bpifa3
ENSMUSG00000027483	ENSMUST00000028985.Bpifa1
ENSMUSG00000027484	ENSMUST00000028986.Bpifa5
ENSMUSG00000027485	ENSMUST00000081816.Bpifb1
ENSMUSG00000038572	ENSMUST00000045959.Bpifb5
ENSMUSG00000067998	ENSMUST00000088924.Bpifb9a
ENSMUSG00000067996	ENSMUST00000088921.Bpifb9b
ENSMUSG00000027487	ENSMUST00000109731.Cdk5rap1
ENSMUSG00000027488	ENSMUST00000028991.Snta1
ENSMUSG00000027488	ENSMUST00000109728.Snta1
ENSMUSG00000038533	ENSMUST00000109725.Cbfa2t2
ENSMUSG00000038533	ENSMUST00000045270.Cbfa2t2
ENSMUSG00000027489	ENSMUST00000109716.Necab3
ENSMUSG00000027489	ENSMUST00000000895.Necab3
ENSMUSG00000038523	ENSMUST00000045116.1700003F12Rik
ENSMUSG00000038523	ENSMUST00000109709.1700003F12Rik
ENSMUSG00000078129	ENSMUST00000104928.Actl10
ENSMUSG00000027490	ENSMUST00000103145.E2f1
ENSMUSG00000027490	ENSMUST00000000894.E2f1
ENSMUSG00000000876	ENSMUST00000000896.Pxmp4
ENSMUSG00000059842	ENSMUST00000081926.Zfp341
ENSMUSG00000059842	ENSMUST00000109702.Zfp341
ENSMUSG00000038467	ENSMUST00000044277.Chmp4b
ENSMUSG00000098640	ENSMUST00000184654.Gm14214
ENSMUSG00000027593	ENSMUST00000109701.Raly
ENSMUSG00000027593	ENSMUST00000116389.Raly
ENSMUSG00000074656	ENSMUST00000099173.Eif2s2
ENSMUSG00000027596	ENSMUST00000109697.a
ENSMUSG00000084897	ENSMUST00000130870.Gm14226
ENSMUSG00000027597	ENSMUST00000054607.Ahcy
ENSMUSG00000027598	ENSMUST00000029126.Itch
ENSMUSG00000047459	ENSMUST00000109682.Dynlrb1
ENSMUSG00000047459	ENSMUST00000150602.Dynlrb1
ENSMUSG00000027602	ENSMUST00000029128.Map1lc3a
ENSMUSG00000038383	ENSMUST00000077626.Pigu
ENSMUSG00000038383	ENSMUST00000165234.Pigu
ENSMUSG00000038375	ENSMUST00000043237.Trp53inp2
ENSMUSG00000038369	ENSMUST00000109670.Ncoa6
ENSMUSG00000038369	ENSMUST00000109669.Ncoa6
ENSMUSG00000027603	ENSMUST00000029131.Ggt7
ENSMUSG00000027605	ENSMUST00000029135.Acss2
ENSMUSG00000027605	ENSMUST00000065973.Acss2
ENSMUSG00000027605	ENSMUST00000103142.Acss2
ENSMUSG00000027610	ENSMUST00000079691.Gss
ENSMUSG00000027610	ENSMUST00000130881.Gss
ENSMUSG00000074652	ENSMUST00000092995.Myh7b
ENSMUSG00000038324	ENSMUST00000041059.Trpc4ap
ENSMUSG00000038324	ENSMUST00000103140.Trpc4ap
ENSMUSG00000038312	ENSMUST00000040833.Edem2
ENSMUSG00000092123	ENSMUST00000166589.Gm17581
ENSMUSG00000027611	ENSMUST00000029140.Procr
ENSMUSG00000027612	ENSMUST00000029141.Mmp24
ENSMUSG00000074649	ENSMUST00000124586.BC029722
ENSMUSG00000027613	ENSMUST00000029142.Eif6
ENSMUSG00000074647	ENSMUST00000029143.Fam83c
ENSMUSG00000074647	ENSMUST00000239423.Fam83c
ENSMUSG00000005882	ENSMUST00000109632.Uqcc1
ENSMUSG00000005882	ENSMUST00000109636.Uqcc1
ENSMUSG00000078972	ENSMUST00000109629.Gm15557
ENSMUSG00000038259	ENSMUST00000040162.Gdf5
ENSMUSG00000038241	ENSMUST00000039994.Cep250
ENSMUSG00000038241	ENSMUST00000094421.Cep250
ENSMUSG00000038241	ENSMUST00000109619.Cep250
ENSMUSG00000038241	ENSMUST00000109618.Cep250
ENSMUSG00000074646	ENSMUST00000109617.6430550D23Rik
ENSMUSG00000074646	ENSMUST00000086145.6430550D23Rik
ENSMUSG00000005881	ENSMUST00000006035.Ergic3
ENSMUSG00000005881	ENSMUST00000088650.Ergic3
ENSMUSG00000013338	ENSMUST00000109611.Fer1l4
ENSMUSG00000038180	ENSMUST00000038860.Spag4
ENSMUSG00000074643	ENSMUST00000184265.Cpne1
ENSMUSG00000098950	ENSMUST00000132494.Gm28036
ENSMUSG00000074643	ENSMUST00000109607.Cpne1
ENSMUSG00000074643	ENSMUST00000109608.Cpne1
ENSMUSG00000074643	ENSMUST00000079312.Cpne1
ENSMUSG00000089824	ENSMUST00000059647.Rbm12
ENSMUSG00000089824	ENSMUST00000109604.Rbm12
ENSMUSG00000027618	ENSMUST00000029147.Nfs1
ENSMUSG00000067847	ENSMUST00000088610.Romo1
ENSMUSG00000027620	ENSMUST00000109587.Rbm39
ENSMUSG00000027620	ENSMUST00000029149.Rbm39
ENSMUSG00000038116	ENSMUST00000037401.Phf20
ENSMUSG00000046229	ENSMUST00000079125.Scand1
ENSMUSG00000038085	ENSMUST00000037096.Cnbd2
ENSMUSG00000038085	ENSMUST00000073942.Cnbd2
ENSMUSG00000038085	ENSMUST00000109580.Cnbd2
ENSMUSG00000027624	ENSMUST00000103137.Epb41l1
ENSMUSG00000027624	ENSMUST00000109574.Epb41l1
ENSMUSG00000027624	ENSMUST00000109577.Epb41l1
ENSMUSG00000027628	ENSMUST00000029158.Aar2
ENSMUSG00000061689	ENSMUST00000109567.Dlgap4
ENSMUSG00000061689	ENSMUST00000169464.Dlgap4
ENSMUSG00000061689	ENSMUST00000109568.Dlgap4
ENSMUSG00000061689	ENSMUST00000099145.Dlgap4
ENSMUSG00000067818	ENSMUST00000088552.Myl9
ENSMUSG00000062175	ENSMUST00000081335.Tgif2
ENSMUSG00000062175	ENSMUST00000073352.Tgif2
ENSMUSG00000027637	ENSMUST00000029165.Rab5if
ENSMUSG00000027636	ENSMUST00000029164.Sla2
ENSMUSG00000027634	ENSMUST00000069600.Ndrg3
ENSMUSG00000027634	ENSMUST00000072298.Ndrg3
ENSMUSG00000027635	ENSMUST00000103130.Dsn1
ENSMUSG00000055485	ENSMUST00000069098.Soga1
ENSMUSG00000074628	ENSMUST00000166140.Tldc2
ENSMUSG00000074628	ENSMUST00000099140.Tldc2
ENSMUSG00000027639	ENSMUST00000057725.Samhd1
ENSMUSG00000027639	ENSMUST00000088523.Samhd1
ENSMUSG00000027639	ENSMUST00000109549.Samhd1
ENSMUSG00000027641	ENSMUST00000029170.Rbl1
ENSMUSG00000074627	ENSMUST00000143663.Mroh8
ENSMUSG00000027642	ENSMUST00000116380.Rpn2
ENSMUSG00000027642	ENSMUST00000029171.Rpn2
ENSMUSG00000027643	ENSMUST00000029172.Ghrh
ENSMUSG00000063019	ENSMUST00000081202.Manbal
ENSMUSG00000027646	ENSMUST00000109533.Src
ENSMUSG00000027646	ENSMUST00000092576.Src
ENSMUSG00000067787	ENSMUST00000088494.Blcap
ENSMUSG00000067786	ENSMUST00000153739.Nnat
ENSMUSG00000067786	ENSMUST00000173595.Nnat
ENSMUSG00000067786	ENSMUST00000109526.Nnat
ENSMUSG00000067786	ENSMUST00000173839.Nnat
ENSMUSG00000067786	ENSMUST00000173041.Nnat
ENSMUSG00000067786	ENSMUST00000172487.Nnat
ENSMUSG00000067786	ENSMUST00000088484.Nnat
ENSMUSG00000027649	ENSMUST00000029178.Ctnnbl1
ENSMUSG00000037843	ENSMUST00000109523.Vstm2l
ENSMUSG00000027650	ENSMUST00000029179.Tti1
ENSMUSG00000027651	ENSMUST00000103123.Rprd1b
ENSMUSG00000027651	ENSMUST00000109518.Rprd1b
ENSMUSG00000027651	ENSMUST00000029180.Rprd1b
ENSMUSG00000037820	ENSMUST00000103122.Tgm2
ENSMUSG00000037813	ENSMUST00000103121.D630003M21Rik
ENSMUSG00000037813	ENSMUST00000046944.D630003M21Rik
ENSMUSG00000052922	ENSMUST00000109499.Bpi
ENSMUSG00000052922	ENSMUST00000109500.Bpi
ENSMUSG00000052922	ENSMUST00000065039.Bpi
ENSMUSG00000016024	ENSMUST00000016168.Lbp
ENSMUSG00000044349	ENSMUST00000109488.Snhg11
ENSMUSG00000027652	ENSMUST00000109486.Ralgapb
ENSMUSG00000027652	ENSMUST00000046274.Ralgapb
ENSMUSG00000027652	ENSMUST00000109485.Ralgapb
ENSMUSG00000044405	ENSMUST00000059889.Adig
ENSMUSG00000074625	ENSMUST00000165398.Arhgap40
ENSMUSG00000037771	ENSMUST00000045738.Slc32a1
ENSMUSG00000037761	ENSMUST00000045644.Actr5
ENSMUSG00000037754	ENSMUST00000052927.Ppp1r16b
ENSMUSG00000027654	ENSMUST00000029183.Fam83d
ENSMUSG00000027655	ENSMUST00000029186.Dhx35
ENSMUSG00000027655	ENSMUST00000109478.Dhx35
ENSMUSG00000074623	ENSMUST00000109475.Gm826
ENSMUSG00000074623	ENSMUST00000099127.Gm826
ENSMUSG00000074622	ENSMUST00000099126.Mafb
ENSMUSG00000070544	ENSMUST00000109468.Top1
ENSMUSG00000016933	ENSMUST00000103115.Plcg1
ENSMUSG00000016933	ENSMUST00000109462.Plcg1
ENSMUSG00000035877	ENSMUST00000103111.Zhx3
ENSMUSG00000027412	ENSMUST00000109456.Lpin3
ENSMUSG00000027412	ENSMUST00000109455.Lpin3
ENSMUSG00000027412	ENSMUST00000109457.Lpin3
ENSMUSG00000050700	ENSMUST00000109454.Emilin3
ENSMUSG00000050700	ENSMUST00000057169.Emilin3
ENSMUSG00000057133	ENSMUST00000039782.Chd6
ENSMUSG00000053141	ENSMUST00000109443.Ptprt
ENSMUSG00000053141	ENSMUST00000109445.Ptprt
ENSMUSG00000053141	ENSMUST00000109442.Ptprt
ENSMUSG00000053141	ENSMUST00000109441.Ptprt
ENSMUSG00000016921	ENSMUST00000130411.Srsf6
ENSMUSG00000016921	ENSMUST00000126163.Srsf6
ENSMUSG00000035576	ENSMUST00000035751.L3mbtl1
ENSMUSG00000017868	ENSMUST00000018012.Sgk2
ENSMUSG00000017868	ENSMUST00000117123.Sgk2
ENSMUSG00000017858	ENSMUST00000018002.Ift52
ENSMUSG00000017861	ENSMUST00000018005.Mybl2
ENSMUSG00000070708	ENSMUST00000094653.Gtsf1l
ENSMUSG00000074607	ENSMUST00000109428.Tox2
ENSMUSG00000074607	ENSMUST00000099110.Tox2
ENSMUSG00000074607	ENSMUST00000165937.Tox2
ENSMUSG00000017817	ENSMUST00000109425.Jph2
ENSMUSG00000035399	ENSMUST00000104954.Oser1
ENSMUSG00000017943	ENSMUST00000109421.Gdap1l1
ENSMUSG00000017943	ENSMUST00000018087.Gdap1l1
ENSMUSG00000048486	ENSMUST00000109418.Fitm2
ENSMUSG00000078949	ENSMUST00000109416.R3hdml
ENSMUSG00000017950	ENSMUST00000109411.Hnf4a
ENSMUSG00000017950	ENSMUST00000018094.Hnf4a
ENSMUSG00000017679	ENSMUST00000171696.Ttpal
ENSMUSG00000017707	ENSMUST00000017851.Serinc3
ENSMUSG00000035268	ENSMUST00000164399.Pkig
ENSMUSG00000017697	ENSMUST00000017841.Ada
ENSMUSG00000027656	ENSMUST00000029188.Ccn5
ENSMUSG00000035238	ENSMUST00000044798.Kcnk15
ENSMUSG00000035238	ENSMUST00000109396.Kcnk15
ENSMUSG00000035226	ENSMUST00000044734.Rims4
ENSMUSG00000018326	ENSMUST00000018470.Ywhab
ENSMUSG00000054582	ENSMUST00000067715.Pabpc1l
ENSMUSG00000018322	ENSMUST00000018466.Tomm34
ENSMUSG00000018322	ENSMUST00000109384.Tomm34
ENSMUSG00000018209	ENSMUST00000018353.Stk4
ENSMUSG00000040164	ENSMUST00000045196.Kcns1
ENSMUSG00000040154	ENSMUST00000045127.Wfdc5
ENSMUSG00000042845	ENSMUST00000051272.Wfdc12
ENSMUSG00000051769	ENSMUST00000063251.Wfdc15a
ENSMUSG00000018211	ENSMUST00000109376.Wfdc15b
ENSMUSG00000040132	ENSMUST00000044953.Svs2
ENSMUSG00000050383	ENSMUST00000063132.Svs3b
ENSMUSG00000016998	ENSMUST00000017142.Svs4
ENSMUSG00000017003	ENSMUST00000017147.Svs3a
ENSMUSG00000017003	ENSMUST00000109370.Svs3a
ENSMUSG00000017000	ENSMUST00000017144.Svs6
ENSMUSG00000017004	ENSMUST00000017148.Svs5
ENSMUSG00000017002	ENSMUST00000109367.Slpi
ENSMUSG00000017002	ENSMUST00000165980.Slpi
ENSMUSG00000016995	ENSMUST00000109358.Matn4
ENSMUSG00000016995	ENSMUST00000109359.Matn4
ENSMUSG00000016995	ENSMUST00000103104.Matn4
ENSMUSG00000017007	ENSMUST00000017151.Rbpjl
ENSMUSG00000017009	ENSMUST00000017153.Sdc4
ENSMUSG00000045503	ENSMUST00000109352.Sys1
ENSMUSG00000090996	ENSMUST00000164863.Gm20458
ENSMUSG00000017720	ENSMUST00000017864.Trp53tg5
ENSMUSG00000017734	ENSMUST00000109349.Dbndd2
ENSMUSG00000017721	ENSMUST00000103101.Pigt
ENSMUSG00000017721	ENSMUST00000117066.Pigt
ENSMUSG00000017723	ENSMUST00000017867.Wfdc2
ENSMUSG00000017723	ENSMUST00000109345.Wfdc2
ENSMUSG00000074596	ENSMUST00000099097.Spint3
ENSMUSG00000074595	ENSMUST00000109342.Wfdc6a
ENSMUSG00000017733	ENSMUST00000103100.Eppin
ENSMUSG00000070533	ENSMUST00000094351.Wfdc8
ENSMUSG00000070533	ENSMUST00000109339.Wfdc8
ENSMUSG00000070533	ENSMUST00000109338.Wfdc8
ENSMUSG00000070531	ENSMUST00000094346.Wfdc6b
ENSMUSG00000070530	ENSMUST00000109336.Wfdc16
ENSMUSG00000074594	ENSMUST00000109335.Wfdc9
ENSMUSG00000070529	ENSMUST00000094344.Wfdc10
ENSMUSG00000078940	ENSMUST00000109332.Wfdc11
ENSMUSG00000067704	ENSMUST00000088260.Wfdc13
ENSMUSG00000017310	ENSMUST00000017454.Spint4
ENSMUSG00000074593	ENSMUST00000103097.Spint5
ENSMUSG00000076434	ENSMUST00000103096.Wfdc3
ENSMUSG00000017299	ENSMUST00000017443.Dnttip1
ENSMUSG00000001403	ENSMUST00000088248.Ube2c
ENSMUSG00000001403	ENSMUST00000001439.Ube2c
ENSMUSG00000017300	ENSMUST00000103095.Tnnc2
ENSMUSG00000050373	ENSMUST00000056181.Snx21
ENSMUSG00000017307	ENSMUST00000017451.Acot8
ENSMUSG00000017307	ENSMUST00000103094.Acot8
ENSMUSG00000045822	ENSMUST00000052107.Zswim3
ENSMUSG00000017764	ENSMUST00000017908.Zswim1
ENSMUSG00000017767	ENSMUST00000017911.Spata25
ENSMUSG00000039873	ENSMUST00000042775.Neurl2
ENSMUSG00000017760	ENSMUST00000103093.Ctsa
ENSMUSG00000017760	ENSMUST00000103092.Ctsa
ENSMUSG00000017754	ENSMUST00000109317.Pltp
ENSMUSG00000017754	ENSMUST00000059954.Pltp
ENSMUSG00000039849	ENSMUST00000041643.Pcif1
ENSMUSG00000039834	ENSMUST00000041361.Zfp335
ENSMUSG00000017737	ENSMUST00000017881.Mmp9
ENSMUSG00000017740	ENSMUST00000202623.Slc12a5
ENSMUSG00000017740	ENSMUST00000202223.Slc12a5
ENSMUSG00000017740	ENSMUST00000099092.Slc12a5
ENSMUSG00000039804	ENSMUST00000040381.Ncoa5
ENSMUSG00000039804	ENSMUST00000122070.Ncoa5
ENSMUSG00000017652	ENSMUST00000017799.Cd40
ENSMUSG00000017652	ENSMUST00000073707.Cd40
ENSMUSG00000078935	ENSMUST00000109304.1700025C18Rik
ENSMUSG00000053166	ENSMUST00000065438.Cdh22
ENSMUSG00000017664	ENSMUST00000109300.Slc35c2
ENSMUSG00000017670	ENSMUST00000074046.Elmo2
ENSMUSG00000017670	ENSMUST00000094329.Elmo2
ENSMUSG00000017670	ENSMUST00000103088.Elmo2
ENSMUSG00000056824	ENSMUST00000103085.Zfp663
ENSMUSG00000017667	ENSMUST00000103084.Zfp334
ENSMUSG00000027670	ENSMUST00000029213.Ocstamp
ENSMUSG00000018459	ENSMUST00000029208.Slc13a3
ENSMUSG00000018459	ENSMUST00000109279.Slc13a3
ENSMUSG00000039725	ENSMUST00000039007.Trp53rka
ENSMUSG00000027661	ENSMUST00000029196.Slc2a10
ENSMUSG00000017897	ENSMUST00000088132.Eya2
ENSMUSG00000039671	ENSMUST00000109266.Zmynd8
ENSMUSG00000039671	ENSMUST00000177633.Zmynd8
ENSMUSG00000039671	ENSMUST00000099084.Zmynd8
ENSMUSG00000039671	ENSMUST00000170272.Zmynd8
ENSMUSG00000039671	ENSMUST00000018050.Zmynd8
ENSMUSG00000039671	ENSMUST00000109269.Zmynd8
ENSMUSG00000039671	ENSMUST00000088113.Zmynd8
ENSMUSG00000027678	ENSMUST00000109252.Ncoa3
ENSMUSG00000027678	ENSMUST00000088095.Ncoa3
ENSMUSG00000006800	ENSMUST00000109249.Sulf2
ENSMUSG00000039621	ENSMUST00000036719.Prex1
ENSMUSG00000039621	ENSMUST00000099080.Prex1
ENSMUSG00000042854	ENSMUST00000151826.Trp53rkb
ENSMUSG00000074582	ENSMUST00000099078.Arfgef2
ENSMUSG00000002718	ENSMUST00000002790.Cse1l
